meta_score,title,platform,date,user_score,esrb_rating,developers,genres
,Crosswords Plus,3DS,10/1/2012,7.5,E,Nintendo Software Technology,"Miscellaneous, Puzzle, General, Puzzle, Logic, General"
59,Inazuma Eleven Strikers,WII,9/28/2012,8,,Level 5,"Sports, General"
82,Kirbys Dream Collection: Special Edition,WII,9/16/2012,8.8,E10+,HAL Labs,"Miscellaneous, Compilation, Compilation"
78,New Super Mario Bros. 2,3DS,8/19/2012,7.2,E,Nintendo,"Action, Platformer, Platformer, 2D, 2D"
77,Project Zero 2: Wii Edition,WII,6/29/2012,8.6,,Koei Tecmo Games,"Action Adventure, Horror"
80,Pokemon Conquest,DS,6/18/2012,8.3,E,Koei,"Strategy, Turn-Based, Fantasy, Fantasy, Tactics"
,New Play Control! Pikmin 2,WII,6/10/2012,8.7,E,Nintendo,"Strategy, Real-Time, Fantasy, General, Fantasy"
69,Mario Tennis Open,3DS,5/20/2012,6.9,E,Camelot Software Planning,"Sports, Traditional, Individual, Tennis, Tennis"
54,Spirit Camera: The Cursed Memoir,3DS,4/13/2012,6.4,T,Tecmo Koei Games,"Action Adventure, Horror, Horror, Survival"
76,Ketzals Corridors,3DS,4/12/2012,7.6,E,Keys Factory,"General, Miscellaneous, Puzzle, Action, Puzzle, Action"
92,Xenoblade Chronicles,WII,4/6/2012,9.2,T,Monolith Soft,"Role-Playing, Action RPG, Console-style RPG, Action RPG"
83,Kid Icarus: Uprising,3DS,3/23/2012,8.7,E10+,"Opus,  Project Sora","Action Adventure, Fantasy, General, Fantasy"
77,3D Classics: Kid Icarus,3DS,3/23/2012,7.4,E,Arika,"Action, Platformer, Platformer, 2D, 2D"
74,Inazuma Eleven 2: Firestorm,DS,3/16/2012,8.2,,Level 5,"Sports, General"
74,Inazuma Eleven 2: Blizzard,DS,3/16/2012,8.3,,Level 5,"Sports, General"
73,Mario Party 9,WII,3/11/2012,6.9,E,Nd Cube,"Miscellaneous, Party, Party, Party / Minigame"
60,PokePark 2: Wonders Beyond,WII,2/27/2012,7.6,E,Creatures Inc.,"Action Adventure, Adventure, General, Fantasy, General, Fantasy"
65,Dillons Rolling Western,3DS,2/22/2012,7.5,E10+,Vanpool,"Action, General, General"
83,Rhythm Heaven Fever,WII,2/13/2012,8.3,E,Nintendo,"Action, Miscellaneous, Rhythm, Music, Music"
46,One Piece: Unlimited Cruise SP,3DS,2/10/2012,7,,Bandai Namco Games,"Action, General"
74,Sakura Samurai: Art of the Sword,3DS,2/2/2012,7.3,T,Grounding Inc.,"Action, General, General"
,Swapnote,3DS,12/22/2011,7.1,,Nintendo,"Miscellaneous, General, General, Application"
90,Pushmo,3DS,12/8/2011,8.3,E,Intelligent Systems,"Miscellaneous, Puzzle, Action, Puzzle, Action"
68,Fortune Street,WII,12/5/2011,7.5,E,Marvelous AQL,"Miscellaneous, Board Games, Board Games, Board / Card Game"
85,Mario Kart 7,3DS,12/4/2011,8.2,E,"Retro Studios,  Entertainment Analysis & Development Division","Driving, Racing, Arcade, Kart, Kart, Automobile"
93,The Legend of Zelda: Skyward Sword,WII,11/20/2011,8.1,E10+,Nintendo,"Action Adventure, Fantasy, General, Fantasy, Open-World"
77,3D Classics: Kirbys Adventure,3DS,11/17/2011,8,E,Arika,"Action, Platformer, Platformer, 2D, 2D"
68,Fossil Fighters: Champions,DS,11/14/2011,7.9,E,"RED Entertainment,  Artdink","Role-Playing, General, General"
90,Super Mario 3D Land,3DS,11/13/2011,8.4,E,Nintendo,"Action, Platformer, Platformer, 3D, 3D"
68,"Freakyforms: Your Creations, Alive!",3DS,11/10/2011,7.7,E,"Asobism,  Co. ltd.","Miscellaneous, General, General"
77,Kirbys Return to Dream Land,WII,10/24/2011,8.7,E10+,HAL Labs,"General, Action, Platformer, Platformer, 2D, 2D"
56,Pokemon Rumble Blast,3DS,10/24/2011,6.8,E10+,Ambrella,"Action, General, ""Beat-Em-Up"", ""Beat-Em-Up"", 2D, 3D"
83,Professor Layton and the Last Specter,DS,10/18/2011,8.3,E10+,Level 5,"Miscellaneous, Puzzle, Puzzle, General, Puzzle, General"
74,Tetris Axis,3DS,10/2/2011,7.1,E,Hudson Soft,"Miscellaneous, Puzzle, Puzzle, Stacking, Stacking"
85,The Legend of Zelda: Four Swords Anniversary Edition,DS,9/28/2011,7.5,E10+,GREZZO,"Action Adventure, Fantasy, General, Fantasy"
68,3D Classics: TwinBee,3DS,9/22/2011,7.3,E,Arika,"Action, Shooter, Shooter, Scrolling, Scrolling, ""Shoot-Em-Up"", Vertical"
83,Kirby Mass Attack,DS,9/19/2011,8.1,E,HAL Labs,"Action, Platformer, Platformer, 2D, 2D"
77,Dragon Quest Monsters: Joker 2,DS,9/19/2011,7.5,E,TOSE,"Role-Playing, Console-style RPG, Console-style RPG, Japanese-Style, Trainer"
81,Star Fox 64 3D,3DS,9/9/2011,8.1,E10+,Nintendo,"Action, Shooter, Shooter, Rail, Rail"
74,Inazuma Eleven,DS,8/26/2011,7.9,E,Level 5,"Sports, Traditional, Soccer, Arcade"
37,3D Classics: Urban Champion,3DS,8/18/2011,5.7,E10+,Arika,"Action, Fighting, Fighting, 2D, 2D"
56,3D Classics: Xevious,3DS,7/21/2011,5.8,E,Arika,"Action, Shooter, Shooter, Scrolling, Scrolling, ""Shoot-Em-Up"", Vertical"
,Nintendo Video,3DS,7/21/2011,5.9,,Nintendo,"Miscellaneous, General, General"
65,Mystery Case Files: The Malgrave Incident,WII,6/29/2011,8,E,Sanzaru Games,"Miscellaneous, Puzzle, Hidden Object, Puzzle, General"
94,The Legend of Zelda: Ocarina of Time 3D,3DS,6/19/2011,9,E10+,GREZZO,"Miscellaneous, Action Adventure, Fantasy, Fantasy, Compilation, Open-World"
60,Wii Play: Motion,WII,6/13/2011,6.6,E10+,"Nintendo,  Good-Feel","Miscellaneous, Party, Party, Party / Minigame"
69,Pokedex 3D,3DS,6/6/2011,6.6,E,Creatures Inc.,"Miscellaneous, General, General, Application"
,3D Classics: Excitebike,3DS,6/6/2011,6.6,E,Arika,"Driving, Racing, Arcade, Motorcycle, Other, Automobile, Motocross, Motocross"
71,Nintendogs + Cats: Golden Retriever & New Friends,3DS,3/27/2011,7.2,E,Nintendo,"Simulation, Miscellaneous, Virtual Life, Virtual Life, Virtual, Pet"
71,Pilotwings Resort,3DS,3/27/2011,7.2,E,Monster Games Inc.,"Simulation, Flight, Civilian Plane, Civilian Plane, Civilian"
58,Steel Diver,3DS,3/27/2011,6.3,E10+,"Nintendo,  Vitei","Action, Simulation, General, Submarine, Submarine, Marine, Combat"
71,Nintendogs + Cats: Toy Poodle & New Friends,3DS,3/27/2011,7.1,E,Nintendo,"Simulation, Miscellaneous, Virtual Life, Virtual Life, Virtual, Pet"
71,Nintendogs + Cats: French Bulldog & New Friends,3DS,3/27/2011,7.1,E,Nintendo,"Simulation, Miscellaneous, Virtual Life, Virtual Life, Virtual, Pet"
,AR Games,3DS,3/27/2011,7.1,E,Nintendo,"Miscellaneous, General, General"
,Face Raiders,3DS,3/27/2011,7.1,E,HAL Labs,"Action, General, General, Shooter, Light Gun"
,StreetPass Mii Plaza,3DS,3/27/2011,7.6,E,Nintendo,"Role-Playing, General, General"
,Nintendo 3DS,3DS,3/27/2011,8,E,Nintendo,"Hardware, Console"
,Mii Maker,3DS,3/27/2011,6.1,,Nintendo,"Miscellaneous, General, Application"
,Nintendo 3DS Internet Browser,3DS,3/27/2011,,,Nintendo,"Miscellaneous, Application"
87,Pokemon Black Version,DS,3/6/2011,7.6,E,Game Freak,"Role-Playing, Console-style RPG, Console-style RPG, Trainer"
87,Pokemon White Version,DS,3/6/2011,7.7,E,Game Freak,"Role-Playing, Console-style RPG, Console-style RPG, Trainer"
78,Dragon Quest VI: Realms of Revelation,DS,2/14/2011,8.4,T,ArtePiazza,"Role-Playing, Console-style RPG, Console-style RPG, Japanese-Style"
64,Mario Sports Mix,WII,2/7/2011,7.8,E,Square Enix,"Sports, General, General"
,Mario Party 2,WII,12/20/2010,8.7,,Hudson,"Miscellaneous, Party"
70,Super Mario All-Stars: 25th Anniversary Edition,WII,12/12/2010,7.7,E,Nintendo,"Miscellaneous, Compilation, Compilation"
86,Fluidity,WII,12/6/2010,7.8,E,Curve Studios,"Action, Platformer, Platformer, 2D, 3D, 2D"
79,Golden Sun: Dark Dawn,DS,11/29/2010,8.2,E10+,Camelot Software Planning,"Role-Playing, Console-style RPG, Console-style RPG, Japanese-Style"
,Snowpack Park,WII,11/22/2010,,E,Skip Ltd.,"Simulation, General, General"
87,Donkey Kong Country Returns,WII,11/21/2010,8.6,E,Retro Studios,"Action, Adventure, General, Platformer, Platformer, 2D, 2D"
79,Mario vs. Donkey Kong: Mini-Land Mayhem,DS,11/14/2010,8,E,"Nintendo,  Nintendo Software Technology","Action, Platformer, Platformer, 2D, 2D"
48,FlingSmash,WII,11/7/2010,7.3,E,Artoon,"Action, General, General"
62,PokePark Wii: Pikachus Adventure,WII,11/2/2010,7.5,E,Creatures Inc.,"Action Adventure, Adventure, General, Fantasy, General, Fantasy"
75,Art Academy,DS,10/26/2010,8,E,Headstrong Games,"Miscellaneous, Edutainment, Edutainment"
73,ThruSpace,WII,10/18/2010,8.7,E,Keys Factory,"Miscellaneous, Puzzle, Action, Puzzle, Puzzle, Action"
,Snapdots,DS,10/18/2010,,E,D4 Enterprise,"Miscellaneous, Puzzle, Action, Puzzle, Puzzle, Action"
86,Kirbys Epic Yarn,WII,10/17/2010,8.5,E,Good-Feel,"Adventure, General, Action, Platformer, Platformer, 2D, 2D"
68,Pokemon Ranger: Guardian Signs,DS,10/4/2010,8.1,E,Creatures Inc.,"Role-Playing, General, General"
68,Wii Party,WII,10/3/2010,7.9,E,Nd Cube,"Miscellaneous, Party, Party, Party / Minigame"
55,Samurai Warriors 3,WII,9/28/2010,7.4,T,Omega Force,"Action, ""Beat-Em-Up"", ""Beat-Em-Up"", 3D"
,Nintendo Countdown Calendar,DS,9/20/2010,,,Intelligent Systems,"Miscellaneous, General, General"
86,Professor Layton and the Unwound Future,DS,9/12/2010,8.8,E10+,Level 5,"Miscellaneous, Puzzle, Puzzle, General, Puzzle, General"
79,Metroid: Other M,WII,8/31/2010,6.7,T,Team Ninja,"Action, Action Adventure, Shooter, Sci-Fi, Sci-Fi, General, Third-Person, Sci-Fi"
,Face Pilot: Fly With Your Nintendo DSi Camera!,DS,7/26/2010,,E,HAL Labs,"Simulation, General, General"
45,AquaSpace,WII,7/19/2010,6.8,E,Paon Corporation,"Miscellaneous, General, General"
87,Dragon Quest IX: Sentinels of the Starry Skies,DS,7/11/2010,8.6,E10+,Level 5,"Role-Playing, Console-style RPG, Console-style RPG, Japanese-Style"
,Mario Tennis,WII,6/28/2010,,E,Camelot Software Planning,"Sports, Traditional, Tennis"
87,Sin & Punishment: Star Successor,WII,6/27/2010,8.5,T,Treasure,"Action, General, Shooter, Shooter, Rail, Rail"
68,Art Style: Rotozoa,WII,6/21/2010,,E,Skip Ltd.,"Miscellaneous, Puzzle, Puzzle, General, Puzzle, General"
74,Spin Six,DS,6/21/2010,,E,Zener Works,"Miscellaneous, Puzzle, Puzzle, Puzzle, Matching, Matching"
70,100 Classic Books,DS,6/14/2010,6.2,,Genius Sonority Inc.,"Miscellaneous, General, Application"
,A Kappas Trail,DS,6/14/2010,7.8,E,Brownie Brown,"Miscellaneous, Puzzle, Puzzle, General, Puzzle, General"
76,Flametail,DS,6/7/2010,,E,Mindware,"Miscellaneous, Puzzle, Puzzle, General, Puzzle, General"
82,X-Scape,DS,5/31/2010,7,E10+,Q-Games,"Simulation, Action Adventure, Sci-Fi, Sci-Fi, General, Space, Combat"
,Phoenix Wright: Ace Attorney Episode 5: Rise From the Ashes,WII,5/25/2010,8,T,Capcom,"Adventure, First-Person, Modern"
76,Art Style: light trax,WII,5/24/2010,,E,Skip Ltd.,"Miscellaneous, General, General"
62,Metal Torrent,DS,5/24/2010,9.7,E,Arika,"Action, Shooter, Shooter, Scrolling, Scrolling, ""Shoot-Em-Up"", Vertical"
97,Super Mario Galaxy 2,WII,5/23/2010,9.1,E,Nintendo EAD Tokyo ,"Action, Platformer, Platformer, 3D, 3D"
,Kirby Super Star,WII,5/17/2010,8.3,E,Hal,"Action, Platformer, 2D"
,Looksleys Line Up,DS,5/17/2010,,E,Good-Feel,"Miscellaneous, Puzzle, Puzzle, Hidden Object, General, Puzzle, General"
70,Photo Dojo,DS,5/10/2010,7.2,E10+,Nintendo,"Action, ""Beat-Em-Up"", ""Beat-Em-Up"", 2D"
83,Picross 3D,DS,5/3/2010,8.1,E,HAL Labs,"Miscellaneous, Puzzle, Puzzle, Puzzle, Logic, Logic"
,Game & Watch: Flagman,DS,4/19/2010,,E,Nintendo,"Action, General, General"
,Game & Watch: Ball,DS,4/19/2010,,E,Nintendo,"Action, General, General, Arcade"
,Game & Watch: Donkey Kong Jr.,DS,4/19/2010,8,E,Nintendo,"Action, General, General"
,Game & Watch: Vermin,DS,4/5/2010,,E,Nintendo,"Action, Miscellaneous, Trivia / Game Show, Trivia / Game Show, Arcade"
,Game & Watch: Helmet,DS,4/5/2010,,E,Nintendo,"Action, General, General"
,Game & Watch: Manhole,DS,4/5/2010,,E,Nintendo,"Action, General, General"
,Grill-Off with Ultra Hand!,WII,3/31/2010,,E,Nintendo,"Action, General, General"
,Game & Watch Collection 2,DS,3/31/2010,,E,Nintendo,"Miscellaneous, Compilation, Compilation"
73,WarioWare D.I.Y. Showcase,WII,3/29/2010,8.4,E,Intelligent Systems,"Miscellaneous, Party, Party, Party / Minigame"
,Nintendo DSi Metronome,DS,3/29/2010,8,E,Nintendo,"Miscellaneous, General, General"
,Nintendo DSi Instrument Tuner,DS,3/29/2010,,E,Nintendo,"Miscellaneous, General, General"
82,WarioWare D.I.Y.,DS,3/28/2010,8.2,E,Intelligent Systems,"Miscellaneous, General, General"
,Americas Test Kitchen: Lets Get Cooking,WII,3/28/2010,,,,"Miscellaneous, General"
87,Americas Test Kitchen: Lets Get Cooking,DS,3/28/2010,6.3,E,indieszero,"Miscellaneous, General, General"
,Game & Watch: Judge,DS,3/22/2010,,E,Nintendo,"Action, General, General"
,Game & Watch: Chef,DS,3/22/2010,,E,Nintendo,"Action, General, General"
,Game & Watch: Marios Cement Factory,DS,3/22/2010,,E,Nintendo,"Action, General, General"
87,Pokemon HeartGold Version,DS,3/14/2010,9.1,E,Game Freak,"Role-Playing, Console-style RPG, Console-style RPG, Trainer"
87,Pokemon SoulSilver Version,DS,3/14/2010,9.2,E,Game Freak,"Role-Playing, Console-style RPG, Console-style RPG, Trainer"
76,Endless Ocean: Blue World,WII,2/22/2010,8.8,E10+,Arika,"Adventure, General, General, 3D, Third-Person"
,Aura-Aura Climber,DS,2/22/2010,6,E,Nintendo,"Action, General, General"
84,Spotto!,DS,2/15/2010,5.8,E,Intelligent Systems,"Action, Adventure, General, General"
73,Link n Launch,DS,2/8/2010,,E,Intelligent Systems,"Miscellaneous, Puzzle, Puzzle, General, Puzzle, General"
,True Swing Golf Express,DS,2/1/2010,,E,T&E Soft,"Sports, Traditional, Golf, Sim, Sim"
77,Number Battle,DS,1/25/2010,6.6,E,Nintendo,"Miscellaneous, Puzzle, Puzzle, General, Puzzle, Logic, General"
69,Glory of Heracles,DS,1/18/2010,7.4,E10+,Paon Corporation,"Role-Playing, Console-style RPG, Console-style RPG, Japanese-Style"
82,Starship Defense,DS,1/18/2010,7.5,E,Q-Games,"Strategy, Real-Time, Sci-Fi, Sci-Fi, Defense"
,Touch Solitaire,DS,1/11/2010,,E,Nintendo,"Miscellaneous, Board Games, Board Games"
67,Phoenix Wright: Ace Attorney,WII,1/11/2010,8.6,T,Capcom,"Adventure, First-Person, Visual Novel, Modern, Modern"
77,Trajectile,DS,1/4/2010,,E,Q-Games,"Action, General, General"
,Master of Illusion Express: Psychic Camera,DS,12/28/2009,,E,Nintendo,"Miscellaneous, General, General"
,Pilotwings,WII,12/28/2009,,E,Nintendo,"Simulation, Flight, Civilian Plane"
,Super Smash Bros.,WII,12/21/2009,7.9,E,HAL Labs,"Action, Fighting, 3D"
56,Eco Shooter: Plant 530,WII,12/21/2009,,E10+,Intelligent Systems,"Action, Adventure, General, Shooter, First-Person, Fantasy, Arcade"
,Master of Illusion Express: Matchmaker,DS,12/14/2009,,E,Nintendo,"Miscellaneous, General, General"
87,The Legend of Zelda: Spirit Tracks,DS,12/7/2009,8,E10+,Nintendo,"Action Adventure, Fantasy, Fantasy, Open-World"
,Master of Illusion Express: Mind Probe,DS,11/30/2009,,E,Nintendo,"Miscellaneous, General, General"
,Electroplankton: Lumiloop,DS,11/23/2009,,E,Nintendo,"Action, Miscellaneous, Rhythm, Music Maker, Music Maker, Music"
,Electroplankton: Sun-Animalcule,DS,11/23/2009,,E,Nintendo,"Action, Miscellaneous, Rhythm, Music Maker, Music Maker, Music"
,Electroplankton: Varvoice,DS,11/23/2009,,E,Nintendo,"Action, Miscellaneous, Rhythm, Music Maker, Music Maker, Music"
,Electroplankton: Marine-Crystals,DS,11/23/2009,,E,Nintendo,"Action, Miscellaneous, Rhythm, Music Maker, Music Maker, Music"
,Electroplankton: Luminarrow,DS,11/23/2009,,E,Nintendo,"Action, Miscellaneous, Rhythm, Music Maker, Music Maker, Music"
,Super Mario Kart,WII,11/23/2009,7.4,E,Nintendo,"Driving, Racing, Kart"
59,Pokemon Rumble,WII,11/16/2009,8.3,E10+,Ambrella,"Action, ""Beat-Em-Up"", ""Beat-Em-Up"", 2D, 3D"
83,Art Style: DIGIDRIVE,DS,11/16/2009,6.8,E,Q-Games,"Miscellaneous, Puzzle, Puzzle, General, General"
87,New Super Mario Bros. Wii,WII,11/15/2009,8.3,E,Nintendo,"Action, Platformer, Platformer, 2D, 2D"
,Electroplankton: Beatnes,DS,11/9/2009,,E,Nintendo,"Action, Miscellaneous, Rhythm, Music Maker, Music Maker, Music"
,Electroplankton: Trapy,DS,11/9/2009,,E,Nintendo,"Action, Miscellaneous, Rhythm, Music Maker, Music Maker, Music"
,Electroplankton: Nanocarp,DS,11/9/2009,,E,Nintendo,"Action, Miscellaneous, Rhythm, Music Maker, Music Maker, Music"
,Electroplankton: Hanenbow,DS,11/9/2009,7.5,E,Nintendo,"Action, Miscellaneous, Rhythm, Music Maker, Music Maker, Music"
,Electroplankton: Rec-Rec,DS,11/9/2009,,E,Nintendo,"Action, Miscellaneous, Rhythm, Music Maker, Music Maker, Music"
70,Excitebike: World Rally,WII,11/9/2009,7.5,E,Monster Games Inc.,"Driving, Racing, Arcade, Motorcycle, Other, Motocross, Motocross"
73,Style Savvy,DS,11/2/2009,8,E,syn Sophia,"Simulation, General, General, Virtual, Career"
,Sparkle Snapshots,DS,11/2/2009,,,Nintendo,"Miscellaneous, Edutainment"
,Doc Louiss Punch-Out!!,WII,10/27/2009,8.6,E10+,Next Level Games,"Sports, Traditional, Individual, Boxing, Boxing, Combat, Boxing / Martial Arts"
,PictureBook Games: The Royal Bluff,DS,10/26/2009,,E,"Nintendo,  Grounding Inc.","Miscellaneous, Board Games, Board Games, Board / Card Game"
,Crash-Course Domo,DS,10/19/2009,,E,Suzak,"Driving, Racing, Arcade, Other, Other"
,Hard-Hat Domo,DS,10/19/2009,,E,Suzak,"Adventure, Puzzle, Action, General"
,Pro-Putt Domo,DS,10/19/2009,,E,Suzak,"Sports, Traditional, Individual, Golf, Arcade, Arcade"
,Rock-n-Roll Domo,DS,10/19/2009,,E,Suzak,"Action, Miscellaneous, Rhythm, Music, Music"
,White-Water Domo,DS,10/19/2009,,E,Suzak,"Driving, Racing, Arcade, Snow / Water, Other, Snow / Water"
54,Pokemon Mystery Dungeon: Explorers of Sky,DS,10/12/2009,8.9,E,ChunSoft,"Role-Playing, General, Console-style RPG, Console-style RPG, Roguelike"
74,Pinball Pulse: The Ancients Beckon,DS,10/12/2009,,E,Fuse Games Limited,"Action, Miscellaneous, Parlor, Pinball, Pinball"
80,Wii Fit Plus,WII,10/4/2009,7.4,E,Nintendo,"Sports, Miscellaneous, Alternative, General, Exercise / Fitness, Other"
,Art Academy: Second Semester,DS,9/28/2009,,E,Headstrong Games,"Miscellaneous, Edutainment, Edutainment"
,Clubhouse Games Express: Strategy Pack,DS,9/21/2009,,E,Nintendo,"Miscellaneous, Board Games, Board Games, Board / Card Game"
79,"You, Me, and the Cubes",WII,9/21/2009,7,E,fyto,"Miscellaneous, Puzzle, Action, Puzzle, Puzzle, Action"
90,Mario & Luigi: Bowsers Inside Story,DS,9/14/2009,8.8,E,Alphadream Corporation,"Role-Playing, Action RPG, Console-style RPG, Console-style RPG, Japanese-Style"
,Art Academy: First Semester,DS,9/14/2009,8,E,Headstrong Games,"Miscellaneous, Edutainment, Edutainment"
,Clubhouse Games Express: Family Favorites,DS,9/7/2009,,E,Nintendo,"Miscellaneous, Board Games, Board Games, Board / Card Game"
,Puzzle League Express,DS,8/31/2009,,E,Nintendo,"Miscellaneous, Puzzle, Puzzle, General, Puzzle, General"
84,Professor Layton and the Diabolical Box,DS,8/24/2009,8.6,E10+,Level 5,"Miscellaneous, Puzzle, Puzzle, General, Puzzle, General"
91,Metroid Prime Trilogy,WII,8/24/2009,9,T,Retro Studios,"Action, Miscellaneous, Shooter, Compilation, Compilation, First-Person, Sci-Fi"
,Picture Book Games: Pop-Up Pursuit,WII,8/17/2009,,E,Grounding Inc.,"Miscellaneous, Board Games, Board Games, Board / Card Game"
,Brain Age Express: Sudoku,DS,8/17/2009,,E,,"Miscellaneous, Puzzle, Puzzle, General, Logic, General"
93,Flipnote Studio,DS,8/12/2009,7.5,,Nintendo,"Miscellaneous, General, Application"
70,Fossil Fighters,DS,8/10/2009,8.4,E,RED Entertainment,"Role-Playing, General, General"
72,Rock N Roll Climber,WII,8/10/2009,,E,Vitei,"Action, General, General"
,Brain Age Express: Arts & Letters,DS,8/10/2009,,E,,"Miscellaneous, Edutainment, Edutainment"
,Art Style: precipice,DS,8/3/2009,7.3,E,Skip Ltd.,"Miscellaneous, Puzzle, Action, Puzzle, Puzzle, Action"
80,Wii Sports Resort,WII,7/26/2009,8.2,E,Nintendo,"Sports, General, General, Individual, Athletics"
65,Art Style: ZENGAGE,DS,7/20/2009,,E,Nintendo,"Miscellaneous, Puzzle, Puzzle, Puzzle, Matching, Matching"
77,Art Style: BASE 10,DS,7/6/2009,,E,Skip Ltd.,"Miscellaneous, Puzzle, Action, Puzzle, Puzzle, Action"
80,Bit.Trip Core,WII,7/6/2009,8.1,E,Gaijin Games,"Action, Miscellaneous, Rhythm, Music, Music"
80,Art Style: BOXLIFE,DS,6/22/2009,6.8,E,Nintendo,"Miscellaneous, General, General"
,Mario Calculator,DS,6/15/2009,5.7,,Nintendo,"Action, Miscellaneous, General, Edutainment"
,Mario Clock,DS,6/15/2009,6,E,Nintendo,"Miscellaneous, General, General, Application"
82,Mario vs. Donkey Kong: Minis March Again!,DS,6/8/2009,8,E,Nintendo,"Action, Platformer, Platformer, 2D, 2D"
75,The Legendary Starfy,DS,6/7/2009,8.4,E,TOSE,"Action, Platformer, Platformer, 2D, 2D"
69,Personal Trainer: Walking,DS,5/26/2009,8.3,E,Nintendo,"Miscellaneous, General, Exercise / Fitness"
,Photo Clock,DS,5/25/2009,,,Nintendo,"Miscellaneous, General, Application"
86,Punch-Out!!,WII,5/18/2009,8.6,E10+,Next Level Games,"Sports, Traditional, Individual, Boxing, Boxing, Combat, Boxing / Martial Arts"
83,Art Style: PiCTOBiTS,DS,5/18/2009,7.6,E,Nintendo,"Miscellaneous, Puzzle, Puzzle, Puzzle, Matching, Matching"
,The Legend of Zelda: Majoras Mask,WII,5/18/2009,8.7,E,Nintendo,"Action Adventure, Fantasy"
78,New Play Control! Donkey Kong Jungle Beat,WII,5/4/2009,8.7,E10+,Nintendo,"Action, Platformer, Platformer, 2D, 2D"
,Animal Crossing Calculator,DS,5/4/2009,,,Nintendo,"Miscellaneous, Edutainment, Application"
,Animal Crossing Clock,DS,5/4/2009,,,Nintendo,"Miscellaneous, Edutainment, Application"
51,Paper Airplane Chase,DS,4/27/2009,7.2,E,Nintendo,"Miscellaneous, Puzzle, Puzzle, General, Puzzle, General"
,Clubhouse Games Express: Card Classics,DS,4/27/2009,,T,Nintendo,"Miscellaneous, Board Games, Board Games, Board / Card Game"
76,Dr. Mario Express,DS,4/20/2009,7.3,E,"Arika,  Nintendo","Miscellaneous, Puzzle, Puzzle, General, Puzzle, Matching, General"
77,Excitebots: Trick Racing,WII,4/20/2009,8.7,E,Monster Games Inc.,"Driving, Racing, General, Arcade, Arcade, Automobile"
,Master of Illusion Express: Deep Psyche,DS,4/20/2009,,E,Nintendo,"Miscellaneous, Puzzle, Puzzle, General, Puzzle, General"
,Master of Illusion Express: Shuffle Games,DS,4/13/2009,,E,Nintendo,"Miscellaneous, Puzzle, Puzzle, General, Puzzle, General"
83,Rhythm Heaven,DS,4/5/2009,8.3,E,Nintendo,"Action, Miscellaneous, Rhythm, Music, Music"
70,Art Style: AQUIA,DS,4/5/2009,7.3,E,Skip Ltd.,"Miscellaneous, Puzzle, Puzzle, General, Puzzle, General"
,Nintendo DSi Browser,DS,4/5/2009,,,Nintendo,"Miscellaneous, Web Browser, Application"
,Master of Illusion Express: Funny Face,DS,4/5/2009,,E,Nintendo,"Miscellaneous, Puzzle, Puzzle, General, Puzzle, General"
71,Bird & Beans,DS,4/5/2009,7.5,E,Nintendo,"Action, General, General, Arcade"
69,Brain Age Express: Math,DS,4/5/2009,,E,Nintendo,"Miscellaneous, Edutainment, Edutainment"
53,WarioWare: Snapped!,DS,4/5/2009,5.1,E,Intelligent Systems,"Miscellaneous, Puzzle, Puzzle, General, Puzzle, Party / Minigame, General"
,Super Punch-Out!!,WII,3/30/2009,8.4,E,Nintendo,"Sports, Traditional, Boxing"
75,Bonsai Barber,WII,3/30/2009,7,E,Zoonami Ltd.,"Simulation, Miscellaneous, Virtual Life, Virtual, Virtual Life"
83,Pokemon Platinum Version,DS,3/22/2009,8.9,E,Game Freak,"Role-Playing, Console-style RPG, Console-style RPG, Trainer"
80,Bit.Trip Beat,WII,3/16/2009,8.4,E,Gaijin Games,"Action, Miscellaneous, Rhythm, Music, Music"
77,New Play Control! Pikmin,WII,3/9/2009,8.6,E,Nintendo,"Strategy, Real-Time, Fantasy, General, Fantasy"
65,New Play Control! Mario Power Tennis,WII,3/9/2009,7.7,E,Camelot Software Planning,"Sports, Traditional, Individual, Tennis, Tennis"
81,Fire Emblem: Shadow Dragon,DS,2/16/2009,7.1,E10+,Intelligent Systems,"Strategy, Turn-Based, Fantasy, Fantasy, Tactics"
56,Lonpos,WII,2/2/2009,,E,Genki,"Miscellaneous, Puzzle, Puzzle, General, Puzzle, General"
63,Personal Trainer: Math,DS,1/13/2009,,E,Jupiter Corporation,"Miscellaneous, Edutainment, Edutainment"
,Kirbys Dream Land 3,WII,1/5/2009,8.1,E,Hal,"Action, Platformer, 2D"
85,Maboshis Arcade,WII,12/29/2008,7.9,E,Mindware,"Miscellaneous, Puzzle, Action, Puzzle, Puzzle, Action"
,StarTropics II: Zodas Revenge,WII,12/29/2008,,E,Nintendo,"Action Adventure, Modern"
,Game & Watch Collection,DS,12/15/2008,,E,Nintendo,"Miscellaneous, Compilation, Compilation"
81,Personal Trainer: Cooking,DS,11/24/2008,8.2,E,indieszero,"Miscellaneous, General, General"
73,Animal Crossing: City Folk,WII,11/16/2008,7.8,E,Nintendo,"Simulation, Miscellaneous, Virtual Life, Virtual, Virtual Life"
68,Pokemon Ranger: Shadows of Almia,DS,11/10/2008,8.2,E,"HAL Labs,  Creatures Inc.","Role-Playing, General, General"
70,Art Style: ROTOHEX,WII,10/27/2008,,E,Nintendo,"Miscellaneous, Puzzle, Puzzle, General, Puzzle, General"
